user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,64,71,0.0,0.21826901249999997
False,piano,64,52,0.0,0.21826901249999997
True,piano,64,71,0.23076899999999997,0.4490380125
False,piano,64,56,0.23076899999999997,0.6682685624999999
False,piano,64,63,0.23076899999999997,0.6682685624999999
True,piano,64,71,0.46153799999999995,0.6798070125
True,piano,64,66,0.6923069999999999,0.8009607375
False,piano,64,56,0.6923069999999999,0.9105760124999999
False,piano,64,63,0.6923069999999999,0.9105760124999999
True,piano,64,66,0.8076914999999999,0.9163452374999999
True,piano,64,71,0.9230759999999999,1.1413450125
False,piano,64,52,0.9230759999999999,1.1413450125
True,piano,64,73,1.1538449999999998,1.2624987374999999
False,piano,64,55,1.1538449999999998,1.5913445624999998
False,piano,64,62,1.1538449999999998,1.5913445624999998
True,piano,64,71,1.2692294999999998,1.3778832374999999
True,piano,64,71,1.3846139999999998,1.6028830124999998
True,piano,64,71,1.6153829999999998,1.7240367374999999
False,piano,64,55,1.6153829999999998,1.8336520124999998
False,piano,64,62,1.6153829999999998,1.8336520124999998
True,piano,64,73,1.7307674999999998,1.8394212374999999
True,piano,64,75,1.8461519999999998,2.0644210125
False,piano,64,51,1.8461519999999998,2.0644210125
True,piano,64,75,2.0769209999999996,2.2951900124999995
False,piano,64,54,2.0769209999999996,2.5144205625
False,piano,64,61,2.0769209999999996,2.5144205625
True,piano,64,73,2.3076899999999996,2.5259590124999995
True,piano,64,75,2.5384589999999996,2.7567280124999995
False,piano,64,54,2.5384589999999996,2.7567280124999995
False,piano,64,61,2.5384589999999996,2.7567280124999995
True,piano,64,71,2.7692279999999996,2.9874970124999995
False,piano,64,44,2.7692279999999996,2.9874970124999995
True,piano,64,73,2.9999969999999996,3.2182660124999996
False,piano,64,56,2.9999969999999996,3.4374965625
False,piano,64,59,2.9999969999999996,3.4374965625
False,piano,64,63,2.9999969999999996,3.4374965625
True,piano,64,71,3.2307659999999996,3.6682655625
False,piano,64,56,3.4615349999999996,3.6798040124999996
False,piano,64,59,3.4615349999999996,3.6798040124999996
False,piano,64,63,3.4615349999999996,3.6798040124999996
True,piano,64,71,3.6923039999999996,3.9105730124999996
False,piano,64,52,3.6923039999999996,3.9105730124999996
True,piano,64,71,3.9230729999999996,4.0317267375
False,piano,64,56,3.9230729999999996,4.3605725625
False,piano,64,63,3.9230729999999996,4.3605725625
True,piano,64,71,4.0384575,4.1471112375
True,piano,64,71,4.153841999999999,4.3721110125
True,piano,64,66,4.384611,4.4932647375
False,piano,64,56,4.384611,4.602880012499999
False,piano,64,63,4.384611,4.602880012499999
True,piano,64,66,4.4999955,4.6086492375
True,piano,64,71,4.615379999999999,4.724033737499999
False,piano,64,52,4.615379999999999,4.8336490125
True,piano,64,71,4.730764499999999,4.839418237499999
True,piano,64,73,4.846149,5.064418012499999
False,piano,64,55,4.846149,5.2836485625
False,piano,64,62,4.846149,5.2836485625
True,piano,64,71,5.076917999999999,5.2951870125
True,piano,64,71,5.307687,5.4163407375
False,piano,64,55,5.307687,5.525956012499999
False,piano,64,62,5.307687,5.525956012499999
True,piano,64,73,5.4230715,5.531725237499999
True,piano,64,75,5.538455999999999,5.7567250125
False,piano,64,51,5.538455999999999,5.7567250125
True,piano,64,75,5.769225,5.987494012499999
False,piano,64,54,5.769225,6.206724562499999
False,piano,64,61,5.769225,6.206724562499999
True,piano,64,73,5.999993999999999,6.2182630125
True,piano,64,75,6.230763,6.449032012499999
