user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,80,74,0.0,0.5869838708333334
True,piano,80,81,0.618556,0.807988775
True,piano,80,81,0.8163650541666667,0.9213907083333334
True,piano,80,81,0.927834,1.117266775
True,piano,80,81,1.1256430541666667,1.2306687083333334
True,piano,80,81,1.237112,1.5302817708333334
True,piano,80,76,1.5309261,1.6230651708333335
True,piano,80,78,1.5895600541666668,1.820874225
True,piano,80,76,1.855668,2.045100775
True,piano,80,76,2.0534770541666667,2.1585027083333332
True,piano,80,76,2.164946,2.3543787750000003
True,piano,80,76,2.3627550541666666,2.4677807083333336
True,piano,80,76,2.474224,2.7673937708333334
True,piano,80,74,2.783502,3.0766717708333333
True,piano,80,76,3.0927800000000003,3.3859497708333333
True,piano,80,76,3.4020580000000002,3.591490775
True,piano,80,76,3.599867054166667,3.7048927083333334
True,piano,80,76,3.711336,4.004505770833333
True,piano,80,78,4.020614,4.210046775
True,piano,80,78,4.218423054166667,4.323448708333333
True,piano,80,74,4.329892,5.504504070833334
True,piano,80,81,5.567004,5.756436775
True,piano,80,81,5.764813054166667,5.869838708333334
True,piano,80,81,5.876282,6.065714775
True,piano,80,81,6.074091054166667,6.179116708333334
True,piano,80,81,6.185560000000001,6.478729770833334
True,piano,80,83,6.4948380000000006,6.7880077708333335
True,piano,80,86,6.8041160000000005,6.993548775
True,piano,80,86,7.001925054166667,7.106950708333334
True,piano,80,83,7.113394,7.302826775000001
True,piano,80,83,7.311203054166667,7.416228708333334
True,piano,80,81,7.422672,7.612104775000001
True,piano,80,81,7.6204810541666665,7.7255067083333335
True,piano,80,78,7.73195,7.9213827750000005
True,piano,80,78,7.929759054166667,8.034784708333333
True,piano,80,76,8.041228,8.230660775
True,piano,80,76,8.239037054166667,8.344062708333334
True,piano,80,74,8.350506000000001,8.539938775
True,piano,80,74,8.548315054166666,8.653340708333333
True,piano,80,76,8.659784,8.952953770833334
True,piano,80,81,8.969062000000001,9.158494775000001
True,piano,80,81,9.166871054166666,9.271896708333333
True,piano,80,78,9.27834,9.865323870833334
True,piano,80,76,9.896896,10.086328775
True,piano,80,74,10.094705054166667,10.199730708333334
True,piano,80,71,10.206174,10.395606775000001
True,piano,80,69,10.403983054166668,10.509008708333333
True,piano,80,71,10.515452,10.704884775
True,piano,80,71,10.713261054166667,10.818286708333334
True,piano,80,78,10.82473,11.014162775
True,piano,80,78,11.022539054166668,11.127564708333333
True,piano,80,76,11.134008,11.427177770833334
True,piano,80,74,11.443286,11.632718775
True,piano,80,74,11.641095054166668,11.746120708333335
True,piano,80,76,11.752564,11.941996775
True,piano,80,76,11.950373054166667,12.055398708333334
True,piano,80,81,12.061842,12.251274775
True,piano,80,81,12.259651054166667,12.364676708333334
True,piano,80,78,12.371120000000001,12.958103870833334
True,piano,80,78,12.989676000000001,13.179108775000001
True,piano,80,78,13.187485054166666,13.292510708333333
True,piano,80,81,13.298954,13.488386775
True,piano,80,81,13.496763054166667,13.601788708333334
True,piano,80,83,13.608232000000001,13.901401770833333
True,piano,80,86,13.91751,14.106942775
True,piano,80,86,14.115319054166667,14.220344708333334
True,piano,80,83,14.226788,14.813771870833333
True,piano,80,74,14.845344,15.034776775000001
True,piano,80,74,15.043153054166668,15.148178708333335
True,piano,80,76,15.154622,15.344054775
True,piano,80,74,15.352431054166667,15.457456708333334
True,piano,80,69,15.4639,15.757069770833334
True,piano,80,78,15.4639,15.757069770833334
True,piano,81,71,15.773178000000001,16.066347770833335
True,piano,81,79,15.773178000000001,16.066347770833335
True,piano,82,69,16.082456,16.375625770833334
True,piano,82,78,16.082456,16.375625770833334
True,piano,83,71,16.391734,16.684903770833333
True,piano,83,79,16.391734,16.684903770833333
True,piano,84,74,16.701012000000002,17.581809970833334
True,piano,84,81,16.701012000000002,17.581809970833334
True,piano,87,83,17.628846,17.775108720833334
True,piano,87,83,17.783485000000002,17.929747720833333
True,piano,88,69,17.938124000000002,18.525107870833335
True,piano,88,73,17.938124000000002,18.525107870833335
True,piano,88,81,17.938124000000002,18.525107870833335
True,piano,90,79,18.55668,18.849849770833334
True,piano,91,73,18.865958,19.159127770833333
True,piano,92,69,19.175236,19.468405770833336
True,piano,92,78,19.175236,19.468405770833336
True,piano,93,67,19.484514,19.777683770833335
True,piano,93,76,19.484514,19.777683770833335
True,piano,94,66,19.793792,20.086961770833334
True,piano,94,74,19.793792,20.086961770833334
True,piano,95,64,20.103070000000002,20.396239770833333
True,piano,95,73,20.103070000000002,20.396239770833333
True,piano,96,66,20.412348,20.999331870833334
True,piano,96,69,20.412348,20.999331870833334
True,piano,96,74,20.412348,20.999331870833334
True,piano,96,69,21.030904,21.177166720833334
True,piano,96,66,21.185543,21.331805720833334
True,piano,96,64,21.340182000000002,21.486444720833333
True,piano,96,66,21.494821,21.934897820833335
True,piano,96,57,21.958738,22.105000720833335
True,piano,96,59,22.113377,22.259639720833334
True,piano,96,62,22.268016,22.414278720833334
True,piano,96,59,22.422655000000002,22.568917720833333
True,piano,96,62,22.577294000000002,22.723556720833333
True,piano,96,64,22.731933,22.878195720833336
True,piano,96,66,22.886572,23.179741770833335
True,piano,96,57,23.19585,23.489019770833334
True,piano,96,69,23.19585,23.489019770833334
True,piano,96,61,23.505128,23.798297770833333
True,piano,96,73,23.505128,23.798297770833333
True,piano,96,57,23.814406,24.107575770833336
